# Ang	-new/-old	+new/+old
# N	N	N
179.1	0.886338	0.883216
179.19	0.886333	0.883218
179.28	0.886329	0.883115
179.37	0.886309	0.883117
179.46	0.886218	0.883118
179.55	0.886214	0.883032
179.64	0.886209	0.883033
179.73	0.886205	0.883035
179.82	0.886201	0.882932
179.91	0.886181	0.882934
 180	0.886177	0.882935
180.09	0.886173	0.882849
180.18	0.886081	0.88285
180.27	0.886077	0.882852
180.36	0.886073	0.882749
180.45	0.886069	0.882751
180.54	0.886049	0.882752
180.63	0.886045	0.882666
180.72	0.88604	0.882667
180.81	0.885949	0.882669
180.9	0.885945	0.882566
180.99	0.885941	0.882568
181.08	0.885921	0.882569
181.17	0.885916	0.882483
181.26	0.885912	0.882484
181.35	0.885908	0.882486
181.44	0.885817	0.882383
181.53	0.885813	0.882385
181.62	0.885809	0.882299
181.71	0.885788	0.8823
181.8	0.885784	0.882301
181.89	0.88578	0.882199
181.98	0.885776	0.882201
182.07	0.885772	0.882202
182.16	0.885681	0.882116
182.25	0.88566	0.882117
182.34	0.885656	0.882118
182.43	0.885652	0.882016
182.52	0.885648	0.882018
182.61	0.885644	0.882019
182.7	0.88564	0.881933
182.79	0.88562	0.881934
182.88	0.885528	0.881935
182.97	0.885524	0.881833
183.06	0.88552	0.881835
183.15	0.885516	0.881836
183.24	0.885512	0.88175
183.33	0.885508	0.881751
183.42	0.885487	0.881753
183.51	0.885396	0.88165
183.6	0.885392	0.881652
183.69	0.885388	0.881653
183.78	0.885384	0.881567
183.87	0.88538	0.881568
183.96	0.885359	0.88157
184.05	0.885355	0.881467
184.14	0.885351	0.881469
184.23	0.88526	0.881383
